 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Full featured drum sampler/drum machine;0;0;0;;;;
Pad play options: Loop, One Shot and direct sample play;0;0;0;;;;
Three pad start options: Instant, Next Beat, Next Bar;0;0;0;;;;
Tap Tempo Samples and sequencer:;0;0;0;;;;
Step sequencer for each of the 16 pads;0;0;0;;;;
Every step sequencer with up to 64 steps;0;0;0;;;;
All step sequencers are freely and independently adjustable from 1 to 64 steps;0;0;0;;;;
4 step sequencer variations for each pad;0;0;0;;;;
Individual velocity/accent settings for each step;0;0;0;;;;
Different step lengths from 1/4 to 1/32;0;0;0;;;;
Keyboard for melodic composition;0;0;0;;;;
Waveform display;0;0;0;;;;
Gain, pan and tuning knobs;0;0;0;;;;
Envelope control with attack and decay;0;0;0;;;;
Recording of one-shot samples with a microphone;1;1;1;;;;
Reverse and normalize function Loops:;0;0;0;;;;
Edit feature with 4 variations for each loop pad;0;0;0;;;;
Waveform display;0;0;0;;;;
Configurable volume and pan envelope;0;0;0;;;;
Slicer for recombining loop elements;0;0;0;;;;
Loop recorder with quantization and overdub function;1;1;0;;;;
Reverse and normalize function;0;0;0;;;;
Up to 8-bar long loops Technical Features:;0;0;0;;;;
Multi-touch control;0;0;0;;;;
Optimized for phones and 7- to 10-inch tablets;0;0;0;;;;
Special rack view in portrait mode for 10-inch tablets;0;0;0;;;;
Import your own samples/loops in the WAV format up to 24-bit 96 kHz;0;0;0;;;;
Recording of performances in exportable WAV format;1;1;0;;;;
OpenSL integration for lower latency;0;0;0;;;;
Direct integration of RD3;0;0;0;;;;
Groovebox loops;0;0;0;;;;
Integrated browser for loading WAV files from your SD card;0;0;0;;;;
SoundCloud Sharing Kit integration;0;0;0;;;;
File sharing capability;0;0;0;;;;
Comes with 2 pre-programmed scenes;0;0;0;;;;
Additional scenes for download at the mikrosonic website;0;0;0;;;;
App2SD Full Version Features:;0;0;0;;;;
Ad-free;0;0;0;;;;
Scene save capability;0;0;0;;;;
Session recording and audio export More details at: www.mikrosonic.com/spc;1;1;1;;;;
Recent changes:;0;0;0;;;;
New demo scene with sounds from ota-q;0;0;0;;;;
Every step sequencer now with up to 64 steps;0;0;0;;;;
All available 16 step sequencers are freely and independently adjustable from 1 to 64 steps;0;0;0;;;;
Individual velocity/accent settings for each step;0;0;0;;;;
Different Step Lengths from 1/4 to 1/32;0;0;0;;;;
Tablet optimizations;0;0;0;;;;
"Special 10"" tablet portrait view";0;0;0;;;;
Improved workflow;0;0;0;;;;
HVGA support fixed;0;0;0;;;;
Small GUI fix for Android 4.0 (Ice Cream Sandwich);0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.teneke.numbers;0;0;4;;;;
##\APPLICATION\EDUCATION\_desc.txt;0;0;4;;;;
V6.2 Editable Cards Designed for children who are learning their numbers and learning to count, this flashcard application shows each number from one to ten on the front face of the card, and a quantity on the back face of the card.;0;0;0;;;;
You can also:;0;0;0;;;;
Use Edit Mode to change the text and make it your own deck by adding your voice or your child's!;1;1;0;;;;
"Touch the bottom right corner of each card to ""flip"" it and see the associated quantity.";0;0;0;;;;
Star the cards that you would like to review with your child and use the Favorites Mode to create your custom deck.;0;0;0;;;;
Randomly show a letter using the Random Button.;0;0;0;;;;
Swipe through the cards, or use the large buttons to move from number to number.;0;0;0;;;;
Turn off the audio using the Quiz Mode.;0;1;0;;;;
At Five Pumpkins, we strive to make high quality apps and distribute them for free on Android.;0;0;0;;;;
We want to help as many children as possible learn their alphabets and gain a solid grounding in pre-reading and pre-math skills.;0;0;0;;;;
We really hope these are as much for your children to use as they were for us to build.;0;0;0;;;;
If you would like to donate and support our development efforts, please contact us at info@fivepumpkins.##com.;0;0;0;;;;
If you have ideas for other toddler applications or kids games, feel free to let us know.;0;0;0;;;;
We love to hear from our users.;0;0;0;;;;
"You can see our other educational apps and games by searching for ""Five Pumpkins"" in the Android Store or checking out m.fivepumpkins.com.";0;0;0;;;;
Follow us at twitter.com/fivepumpkins or become a fan of our Facebook page (http://www.facebook.com/pages/Five-Pumpkins/241886129858)!;0;0;0;;;;
Recent changes: Bug fix for crashing bug.;0;0;0;;;;
Apologies to our users!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##net.yougli.shakethemall;0;0;4;;;;
##\APPLICATION\PERSONALIZATION\_desc.txt;0;0;4;;;;
Live wallpaper using realistic physics engine and g-sensors to display Androids falling down your screen.;0;0;0;;;;
Androids react to gravity, touching, shaking your phone and even light and sound now.;0;0;0;;;;
THE RECORD AUDIO PERMISSION IS ONLY USED FOR THE 'REACTION TO SOUND' FEATURE.;1;1;0;;;;
This feature allow the app to listen to the mic and make the droids dance accordingly.;1;0;0;;;;
It won't record your conversations or anything in any case, and you can totally disable the feature from the settings.;0;1;2;;;;
No spying here...;0;0;0;;;;
Recent changes: Improved physics accuracy of skins without legs and/or arms.;0;0;0;;;;
In other words, skins made out of logo or single pictures will no longer have legs or arms collision boxes and should behave more accurately.;0;0;0;;;;
Also performance should be increased with this type of skins.;0;0;0;;;;
You will need to remove and download again for the change to take effect on previously downloaded skins.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.porcelli.Monitor;0;0;4;;;;
##\APPLICATION\COMMUNICATION\_desc.txt;0;0;4;;;;
Useful application that allows to automatically or manually record all your telephone calls, incoming and outgoing, in various audio formats (3GP MP4 Wave), do not require loudspeaker during conversation to get clear voice from the other side.;1;1;1;;;;
The recordings can be stored locally, on your sdcard or send by E-mail automatically without your action !!!;0;1;0;;;;
The PRO version also have very strong features for high level use, like the real time streaming of the call or voice notes to a public web server, where your friends can listen the call or note just opening the link you will share with them.;0;1;0;;;;
The PRO version will allow you to convert the audio's files in MP3 for using it on any PC or device.;0;1;1;;;;
Essential application that can perform well logging, both side(not all App do it, most part just rec your voice) with the ability to start recording a conversation already in progress and pause it at any time.;0;1;0;;;;
We want to improve our quality and services, all the people that will suggest new features.;0;0;0;;;;
Application Support, questions and features request: http://groups.google.com/group/callnote Our App:;0;0;0;;;;
Do not need root.;0;0;0;;;;
Record telephone calls both incoming and outgoing;1;1;0;;;;
Capture the recordings in the background;1;1;0;;;;
Sends the recordings using any SMTP server;0;1;0;;;;
Save files locally with the option to delete when posted;0;0;0;;;;
Intuitive interface and easy to use;0;0;0;;;;
Save recordings in 3gp, Mp4 and Wave;0;1;0;;;;
Save recordings in MP3 (only PRO version);0;1;0;;;;
Stream the recording during the call or the voice note (only PRO version);0;1;0;;;;
Filter for calls based on logs, contacts or manual insert (only PRO version);0;0;0;;;;
The application has a widget with 2 functions: management of calls (which has the ability to start / stop recording the call) and the management memos (which allows you to send voice notes, record with your application notes, for an email address);0;1;0;;;;
Simplicity, directness and effectiveness of this application are the strengths and of success.;0;0;0;;;;
For any urgent question or help please skype us: sergio.ags We know about differents device don't work well with our App, please don't post bad about us, but just write us and We will do our best to help.;0;0;0;;;;
Application Support, questions and features request to: http://groups.google.com/group/callnote TAGS:android,call recorder, note recorder, android app;0;1;0;;;;
Recent changes: Some fix for 3GP format on the Samsung devices below: GT-N7000 SPH-D710 GT-I9000 GT-I9000T GT-I9100T GT-I9000B GT-S5360 GT-S5570 GT-S5670 GT-S5830 New AMR file format available.;0;0;0;;;;
Solved the problem for devices that can't opent the recordings, just choose WAV as format and it will work fine.;0;1;0;;;;
This new release will require few new authorization as we are preparing the app for real time streaming of call recordings.;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.iappventures.twitprolite;0;0;4;;;;
##\APPLICATION\SOCIAL\_desc.txt;0;0;4;;;;
Twit Pro for Twitter is an easy-to-use advanced Twitter client for Android.;0;0;0;;;;
Directly post messages to Twitter from your phone.;0;0;0;;;;
View posts in real-time, view timeline & more.;0;0;0;;;;
Upload pictures, videos(YouTube), Perform nearby & custom searches, view trending topics & many advanced features.;0;0;0;;;;
Upgrade to PRO Version(Ad Free);0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##xdebugx.partyLightA;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
For those who love being the center of attention we've got you covered with Party Light!;0;0;0;;;;
It's the original light show app that turns your phone in to a multicolor strobe light!;0;0;0;;;;
Party Light makes use of your phone's internal accelerometer and microphone to pulse and mix various light effects based on sound and movement!;1;1;0;;;;
Don't smoke, no lighter?;0;0;0;;;;
Party Light has you covered at the concert.;0;0;0;;;;
When you're at the club or rave we've got you covered there too!;0;0;0;;;;
Just turn on Party Light and it takes over : pulsing to the beat of the music : it'll turn heads and creates a unique ambiance that makes you part of the experience!;0;0;0;;;;
Party Light has seven multiple color effects and has a flashlight mode (more useful than you think) with more effects in the works!;0;0;0;;;;
Party Light also has HeyZap integration so you can share you're experiences with your friends on your Facebook page!;0;0;0;;;;
Features: Sound Visualization: Creates color variations based on music playing.;0;0;0;;;;
Rave Light Changes color to your movements.;0;0;0;;;;
Flash: Flashes different bright and vibrant colors.;0;0;0;;;;
Glow: Shifts from one color to another.;0;0;0;;;;
Strobe: Flashes like a strobe, will use led flash if phone allows.;0;0;0;;;;
Geometric: Various shape and color effects.;0;0;0;;;;
Pulse: Pulses colors across the light spectrum.;0;0;0;;;;
Encore Lighter: For signaling encores at concerts.;0;0;0;;;;
Camera permission is only for turning on the LED Flash.;0;0;0;;;;
Microphone permission is for the sound visualization.;1;1;0;;;;
Recent changes: v2.1.1 LED Strobe support for more devices.;0;0;0;;;;
v2.1.0 Added new strobe to beat effect.;0;0;0;;;;
v2.0.2 Support for google tv devices.;0;0;0;;;;
Camera Permission is for turning on the LED Strobe only.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##de.softxperience.android.noteeverything;0;0;4;;;;
##\APPLICATION\PRODUCTIVITY\_desc.txt;0;0;4;;;;
A note (notepad) application where you can create text-, voice- and paint-notes.;1;1;0;;;;
Your notes can be organized in folders.;0;0;0;;;;
You can create shortcuts on home, send notes, use live folders & much more!;0;0;0;;;;
Get the Pro-Add-On for more features!;0;0;0;;;;
Imports your Palm / Outlook Memos!;0;0;0;;;;
Contact me if you have problems!;0;0;0;;;;
Recent changes:;0;0;0;;;;
Improved context menu on HTC devices;0;0;0;;;;
Improved cursor positioning on new notes;0;0;0;;;;
Finish editing checklist items with enter key;0;0;0;;;;
Jump to checklist entries case insensitive;0;0;0;;;;
Copy note to clipboard via send menu;0;0;0;;;;
Time in notes list customizable;0;0;0;;;;
Progress indicator in checklists;0;0;0;;;;
Reminders set on full minutes;0;0;0;;;;
Presets for stroke width;0;0;0;;;;
Presets for pen colors;0;0;0;;;;
Undo for paint notes;0;0;0;;;;
Bugfix: Filepicker at restore backup;0;0;0;;;;
Several bugfixes and improvements;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.discolight;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Disco Light is the ultimate party application!;0;0;0;;;;
"The app has 5 modes; Disco Light, Flashlight, Strobe Light, Morse and Shake-it.";0;0;0;;;;
Disco Light mode will turn your flash LED on and off with the surrounding sound.;1;0;1;;;;
Your phone will become a graphical equalizer.;0;0;0;;;;
Strobe Light mode works like a stroboscope, the speed can be set in the settings menu.;0;0;0;;;;
Flash Light mode (torch).;0;0;0;;;;
The name says it all.;0;0;0;;;;
Morse mode will flash your custom set text in Morse code (default text is PARTY, but it can be changed in the settings menu).;0;0;0;;;;
Shake-it mode will turn the camera flash on and off when you are shaking the phone or dancing with it.;0;0;0;;;;
"If you want Disco Light to run in the background press the ""home""-button.";0;0;0;;;;
The application can also be moved to the SD-card (APP2SD).;0;0;0;;;;
If you find any problems with the application, please E-mail us.;0;0;0;;;;
The app is developed for Android version 2.2 or later, but it should work on most phones with Android 2.1.;0;0;0;;;;
Permissions;0;0;0;;;;
TAKE PICTURES AND VIDEOS (CAMERA permission);0;0;0;;;;
To be able to start the camera flash LED on newer devices, Disco Light has to use a small part of the camera hardware.;0;0;0;;;;
"This permissions is also needed for the ""camera see through"" mode.";0;0;0;;;;
No pictures or videos are recorded!;0;1;0;;;;
CONTROL FLASH LIGHT;0;0;0;;;;
Old method to enable the camera flash LED (older Android OS versions).;0;0;0;;;;
WAKE_LOCK;0;0;0;;;;
Needed to prevent screen from sleeping.;0;0;0;;;;
RECORD_AUDIO;1;1;1;;;;
Used only in Disco Light mode to do spectrum analysis (FFT) of surrounding sound.;1;0;0;;;;
Nothing more.;0;0;0;;;;
INTERNET;0;0;0;;;;
Used to download ads.;0;0;0;;;;
Nothing more.;0;0;0;;;;
ACCESS_NETWORK_STATE;0;0;0;;;;
Checks that internet is available (for ADs).;0;0;0;;;;
Keywords: flashlight, torch, led flash light, light, bright, brightest, tiny flashlight, torch, bright LED, disco, equalizer, stroboscope, strobe, Morse, SOS, party light, tesla led, flashligth, ligth, tiny, brightest flashlight;0;0;0;;;;
Recent changes:;0;0;0;;;;
Added auto-start feature Disco Light Pro is now available on Android Market.;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.binarybulge.android.inputmethod.latin.ice_cream_sandwich;0;0;4;;;;
##\APPLICATION\TOOLS\_desc.txt;0;0;4;;;;
This is the full keyboard as found in Android 4.0 (Ice Cream Sandwich).;0;0;0;;;;
It's straight from the Android Open Source Project and tweaked to work on devices all the way back to Android 1.6 (Donut).;0;0;0;;;;
Everything works, including speech-to-text, no matter what device you're using.;1;0;0;;;;
There are no ads, and no catches at all.;0;0;0;;;;
If you like the keyboard and would like to chip in to my efforts, consider giving Ultra Keyboard a try (only $2.79 and has many more features).;0;0;0;;;;
Please note that I'm not looking to customize much on this keyboard, if anything at all (that's the focus for Ultra Keyboard).;0;0;0;;;;
I'm only looking to make the Android 4.0 keyboard compatible with older devices.;0;0;0;;;;
If any changes are made in the Android sources, I will include them.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Suggestions weren't showing up as neon blue.;0;0;0;;;;
"Fixed ""I"" not being capitalized.";0;0;0;;;;
Made keys larger on high-resolution devices.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##net.talking.panda.all;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Added two actions.;0;0;0;;;;
"One is ""Be careful, bone!"", another is ""Learning Kung Fu""?.";0;0;0;;;;
Lily Panda is your friend, like to listen and repeat.;0;0;0;;;;
She has a huge weight, often sitting on the ground asleep...;0;0;0;;;;
Talking Lily repeats everything you say with a funny voice.;1;1;1;;;;
You can pet him, poke him.;0;0;0;;;;
Enjoy hours of fun and laughter with Talking Lily.;0;0;0;;;;
She is especially fun for children of all ages.;0;0;0;;;;
Lily says.;0;0;0;;;;
"When the first side to see you, Lily Panda will greet you in Chinese, ""Bless you fortune!"" Play with Lily:";0;0;0;;;;
Talk to Lily and she will repeat everything you say with a funny voice.;1;1;1;;;;
Pet his body or head to make him purr.;0;0;0;;;;
Poke his head, belly or feet.;0;0;0;;;;
Handed him a bamboo to chew on.;0;0;0;;;;
Music Button to make him dance.;0;0;0;;;;
Have you seen the panda will be snoring it?;0;0;0;;;;
"Press ""ZZ""...";0;0;0;;;;
Learn kung fu panda, but, Be careful, bone!;0;0;0;;;;
who did that;0;0;0;;;;
Keywords: Lily Panda, Talking Lily Panda, Talking Panda, Talking Lily, Talking Lily Panda Free, Kung Fu Panda, Kung Fu, Kungfu, kids, dance, joy, smile, laugh, music panda, kid, baby, funny;0;0;0;;;;
Recent changes: fix two bugs;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.Ernzo.LiveBible;0;0;4;;;;
##\APPLICATION\BOOKS_AND_REFERENCE\_desc.txt;0;0;4;;;;
LiveBible supports the most modern translations for both online/offline viewing;0;0;0;;;;
Free access to 50+ bibles, including modern translations: English: NASB(*), AMP, ESV, KJV, NIV, NLT, MSG French: BDS-IDS, LSG, PDV, MARTIN, DARBY Spanish: NBLH(*) NVI, RVA, RVR, DHH;0;0;0;;;;
(*) If you enjoy NASB (English), LBLA, NBLH (Spanish), we make it easier now for you to download directly from our software.;0;0;0;;;;
It's FREE.;0;0;0;;;;
No payment required to try and read your favorite bible.;0;0;0;;;;
See Quick Help instructions below to access free download.;0;0;0;;;;
LiveBible stores your browsing history on SD card.;0;0;0;;;;
SD card is required for offline mode.;0;0;0;;;;
Online/Offline (no data connection).;0;0;0;;;;
Turn on Wi-Fi (when available) to connect and download bible to read offline.;0;0;0;;;;
Supports Words of Jesus (red-letter) for many translations New International Version New International Version 1984 New American Standard Bible English Standard Version New Living Translation;0;0;0;;;;
Create personal note.;0;0;0;;;;
Share your note to friends by email, facebook, SMS.;0;0;0;;;;
Search the bible for a reference based on context search or a single keyword.;0;0;0;;;;
Keep in touch with your local church RSS feed;0;0;0;;;;
Follow ESV: Daily reading or listen to SermonAudio.com sermons, listen to GotQuestions.org audio feed;0;1;0;;;;
Use built-in Audio player to listen to podcast Latest: Search, RSS, PodCast, Built-in audio player Press 'Menu->Browse' to change book.;0;1;0;;;;
Check Help for introduction.;0;0;0;;;;
Interface: English, French, Spanish, Chinese, Italian, Portuguese, German, Polish, Korean Supports: English: AMP,ASV,DARBY,ESV,GNT,KJV,NASB,NIV,NIV1984,NKJV,NLT,DOUAY-RHEIMS,YOUNG,MSG,WE (NT),WYC (NT) French: BDS-IBS,LSG,NBS,PDV,FR-DARBY,FR-MARTIN Spanish: NBLH, LBLA,NVI,RVA,RVR1960,RVR199 Italian: CEI,LND,RB, NR1994, NR2006 Additional translations in: Portuguese, Chinese, Creole, Russian, Ukrainian, Hungarian, Dutch, Philippines, Hebrew, Latin Recently added translations:;0;0;0;;;;
La Biblia de las Americas (*);0;0;0;;;;
Nueva Biblia Latinoamericana de Hoy(*);0;0;0;;;;
Nouvelle Edition de Geneve (Franais);0;0;0;;;;
Nuova Riveduta (Italian);0;0;0;;;;
Orthodox Jewish Bible (commentary);0;0;0;;;;
Wycliffe Bible (OT/NT);0;0;0;;;;
Quick Help: In Passage Lookup screen: change language, book and verse selection and read right away.;0;0;0;;;;
Select Update Mode to download multiple chapters and even whole bible.;0;0;0;;;;
NOTE: Selecting a verse as favorite replaces Daily Verse feature.;0;0;0;;;;
Permissions:;0;0;0;;;;
INTERNET : Requires internet access to download bible;0;0;0;;;;
ACCESS_NETWORK_STATE : Checks that internet is available;0;0;0;;;;
WRITE_EXTERNAL_STORAGE : Stores bibles to SD card for offline viewing.;0;0;0;;;;
Bible can be big.;0;0;0;;;;
Not being stored on internal memory.;0;0;0;;;;
WAKE_LOCK : Prevent phone from sleeping.;0;0;0;;;;
Used to prevent phone from sleeping while playing audio.;0;1;0;;;;
RECORD_AUDIO : Need this permission to record audio note, Church Service or even Tape Dubbing feature (recording audio being played);1;1;1;;;;
LiveBible does not collect and/or store any information about you.;0;0;0;;;;
Or access phone properties and contacts.;0;0;0;;;;
UPGRADE OPTIONS: You can now upgrade and use all latest features.;0;0;0;;;;
If you are new, always try the free features first and make sure you really like the software.;0;0;0;;;;
Upgrade helps to cover licensing fees and other support to this ministry.;0;0;0;;;;
PMT $2: Tech support, Download commentary and other resources that we may have to pay for.;0;0;0;;;;
PMT $5: This is our preferred pricing for upgrade but we wanted to leave an option for those who wish to use all features that we may have in future;0;0;0;;;;
*PMT $10,$20: Mostly for people who truly love the tool and wish to support us.;0;0;0;;;;
Thank you!;0;0;0;;;;
NOTES: LiveBible is free software.;0;0;0;;;;
As such, to provide free download for all Copyrighted Bibles would require financial support.;0;0;0;;;;
We hope you will try LiveBible and see if it meets your needs.;0;0;0;;;;
If transaction has failed in the past, go to [Settings->Manage Applications->[LiveBible], then;0;0;0;;;;
[Clear Data] to restore your transaction.;0;0;0;;;;
You should be able to download.;0;0;0;;;;
Please contact us if you have an issue.;0;0;0;;;;
Easier for us to help you.;0;0;0;;;;
Recent changes:;0;0;0;;;;
v3.3;0;0;0;;;;
New Bibles in Spanish, Italian and French Improved support for Android Honeycomb (tablet) Notes filter, Audio Player improvements Audio Note (or Church service) recorder;0;1;0;;;;
Can record while reading Bible (including Pause support);0;1;0;;;;
Interface in German (Thanks!);0;0;0;;;;
App2SD installation (since 3.0);0;0;0;;;;
Note:As of Dec 21, 2011: Market Upgraded issue has been solved.;0;0;0;;;;
Thanks for reporting.;0;0;0;;;;
Please evaluate all free features before you decide to upgrade.;0;0;0;;;;
Contact us if you have an issue.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.gi.talkinggingerbread;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
TALKING GINGERBREAD MAN lets you interact with the only member of his species.;0;0;0;;;;
Funny and naughty, but nice...;0;0;0;;;;
he can dance throw bangers, laugh, cry and even play ball.;0;0;0;;;;
But there's much more!!;0;0;0;;;;
You can decorate him however you like, play different Christmas favourites, send Christmas cards or videos of your new friend to send via FACEBOOK, YOUTUBE or by email.;0;0;0;;;;
Discover all the signature moves of TALKING GINGERBREAD MAN and chuckle away with this surprising Christmas Biscuit!;0;0;0;;;;
WHAT THEY SAY;0;0;0;;;;
I love decorating him, I never thought it would be such fun!';0;0;0;;;;
I can't stop laughing when he breaks the screen.;0;0;0;;;;
The funniest TALKING so far!;0;0;0;;;;
WHAT CAN YOU DISCOVER WITH TALKING GINGERBREAD MAN?;0;0;0;;;;
If you talk to him, he'll repeat everything you say.;1;0;2;;;;
Discover all his moves.;0;0;0;;;;
Sing and he'll join in play his bells.;0;0;0;;;;
Decorate your very own Gingerbread Man.;0;0;0;;;;
Make you own dances.;0;0;0;;;;
Send personalised Christmas Cards.;0;0;0;;;;
Record your session by video and then share it with whoever you want.;1;1;2;;;;
AND ALSO...;0;0;0;;;;
A HIGH QUALITY MUSICAL INSTRUMENT TALKING GINGERBREAD MAN includes a fun musical instrument, typical for these holidays: Christmas Bells, touch the bells and enjoy the ringing, play along with your Christmas favourites with a high quality sound.;0;0;1;;;;
MINIGAME: TALKING GINGERBREAD MAN includes a funny mini game: Teach â€˜Gingerbread Man' to dance, make your own routines.;0;0;0;;;;
KEYWORDS: Christmas, seasonal, carols, talking, santa, biscuit, game, child, kids, learn, sing, play, 2012, Claus, free, Noel;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.talking.baum.TalkingJamesSquirrel;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Top Talking App!;0;0;0;;;;
Free Download!;0;0;0;;;;
New: 3 additional Games inside!;0;0;0;;;;
Talk to James Squirrel.;1;0;2;;;;
He answers with his funny voice and reacts to what you say or your touch.;1;1;1;;;;
In addition, play with James and his Piano!;0;0;0;;;;
Play your favorite Song and James will love to sing for you.;0;0;0;;;;
James has also 3 exciting inside games with many levels to play!;0;0;0;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Cool voice interaction;1;1;2;;;;
Piano with singing James;0;0;0;;;;
Exciting touch game with 20 levels inside;0;0;0;;;;
Great numbers game;0;0;0;;;;
check now the IQ and your brains memory;0;0;0;;;;
1to60 game incl.;0;0;0;;;;
1 to 60, A to Z, 2 4 6, 1 3 5, hex, roman numerals, periodic table, octal, etc.;0;0;0;;;;
Many different animations;0;0;0;;;;
Fun for all Enjoy hours of fun and laughter with this funny app!;0;0;0;;;;
It is especially fun for children of all ages.;0;0;0;;;;
This is a free app;0;0;0;;;;
download now and enjoy it!;0;0;0;;;;
Recent changes: Tuning and bug fixing;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.kauf.talking.baum.TalkingPenguandPengaPenguin;0;0;4;;;;
##\APPLICATION\LIFESTYLE\_desc.txt;0;0;4;;;;
Talk to Talking Pengu & Penga Penguin.;1;0;2;;;;
They answer with their funny voices and react to what you say or your touch.;1;1;1;;;;
Now with 4 exciting inside games with many levels to play and the new amazing sound board!;0;0;0;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Cool voice interaction;1;1;2;;;;
Many different animations;0;0;0;;;;
Fun for all;0;0;0;;;;
Exciting touch game with 20 levels inside;0;0;0;;;;
Great numbers game;0;0;0;;;;
check now the IQ and your brains memory;0;0;0;;;;
1to60 game incl.;0;0;0;;;;
1 to 60, A to Z, 2 4 6, 1 3 5, hex, roman numerals, periodic table, octal, etc.;0;0;0;;;;
Piano;0;0;0;;;;
New amazing soundboard with many funny sounds: animals, alarm siren, cow, cat, chicken/rooster, burp, fart, gun, car, cry, scream, yeah, clap, music, dog, bomb, goat, drums, etc.;0;0;0;;;;
Funny casual game with different animals.;0;0;0;;;;
Check your high score!;0;0;0;;;;
Enjoy hours of fun and laughter with this funny app!;0;0;0;;;;
It is especially fun for children of all ages.;0;0;0;;;;
This is a free app;0;0;0;;;;
download now and enjoy it!;0;0;0;;;;
Recent changes:;0;0;0;;;;
"Game ""House"" added";0;0;0;;;;
Soundboard with funny sounds added;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.laucass.androspycam;0;0;4;;;;
##\APPLICATION\PHOTOGRAPHY\_desc.txt;0;0;4;;;;
AndroSpyCam secretly takes pictures.;0;0;0;;;;
This is a demo version.;0;0;0;;;;
Buy AndroSpyCamKey application to remove the Demo mode message.;0;0;0;;;;
Transparent preview, small preview or black screen.;0;0;0;;;;
No flash and no shutter sound.;0;0;0;;;;
Vibration when camera is ready.;0;0;0;;;;
Vibration when a picture is recorded.;0;1;0;;;;
Pictures and videos saved in sdcard\\ASC.;0;0;0;;;;
Commands to control the camera:;0;0;0;;;;
Single tap: Take a single picture.;0;0;0;;;;
Double tap: Start a continuous shoot.;0;0;0;;;;
Long press: Start/Stop a video.;0;0;0;;;;
Swipe or Volume keys: Switch preview type.;0;0;0;;;;
Menu key: Access to application settings.;0;0;0;;;;
Back or Home: Exit from the application.;0;0;0;;;;
All details are available on http://laucass.forumactif.net/f9-androspycam Supported languages: English and French.;0;0;0;;;;
Tags: Silent Spy Camera, spy camera android, silent spy camara;0;0;0;;;;
Recent changes: Fix full mode issue with some devices.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.needom.recorder;0;0;4;;;;
##\APPLICATION\MEDIA_AND_VIDEO\_desc.txt;0;0;4;;;;
Sound Recorder, a good app for recording, it's convenient and practical.;1;1;1;;;;
You can use it to edit your saved recordings until you think you have them right.;0;1;0;;;;
If you have any questions or you want to help Sound Recorder to add support for your language , please email support@needom.com , thanks.;0;1;1;;;;
Main features:;0;0;0;;;;
Recording the sound;1;1;1;;;;
Save the recording as a file;0;1;1;;;;
Edit the saved recordings;0;1;0;;;;
Share the saved recordings Keyword: voice recorder, voice maker, modify, ringtone, ringtone maker, sound maker, recording maker, amr;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##xxlsoft.tool.kara;0;0;4;;;;
##\APPLICATION\MEDIA_AND_VIDEO\_desc.txt;0;0;4;;;;
This is the first Karaoke player in the mobile world.;0;0;0;;;;
With her you can sing Karaoke songs in your android phone, with the only requirement that you have the mp3 files.;1;0;0;;;;
Our slogan is sing karaoke anytime anywhere.;0;0;0;;;;
You need not search through webs for the special KTV song formats, nor search the lyrics.;0;0;0;;;;
Mini Karaoke will settle everything for you.;0;0;0;;;;
ver2.0 new features: 1 The decoding process now is real time.;0;0;0;;;;
You do not need to wait half a minute for decoding.;0;0;0;;;;
2 Lyrics is now auto scrolling.;0;0;0;;;;
What is more, you can adjust time by scrolling the screen with your fingers.;0;0;0;;;;
3 Fix the bug of decoding error, which only produces annoying noise.;0;0;0;;;;
Key functions are as follows: 1 4 Karaoke related buttons Vocal Removal: The voice of the singer will disappear and the music of the song will be kept.;0;1;0;;;;
Lyrics Download: On most occasions, the lyrics will be automatically downloaded according to the mp3 file name and mp3 tags.;0;0;0;;;;
But sometimes it may fail, then you can click the button and input the song information manually.;0;0;0;;;;
