 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Directory: View public directory information and get in touch with anyone campuswide, and add that person directly to your phone's address book.;0;0;0;;;;
Events: Find and keep track of a wide range of NIU activities, from concerts and art exhibits to lectures and athletics Get Help: Get access to important numbers and information when you need them.;0;1;1;;;;
Images: Browse or search campus images.;0;0;0;;;;
Check out scenic shots of the campus and view extensive collections from the digital archive.;0;0;0;;;;
Save images to your phone or save as a background to show your school pride.;0;0;0;;;;
Learn: Get instant access to all of your Blackboard Learnacourse content on the go. ar;0;0;0;;;;
Check grades, post to discussion forums, view important class announcements, read and download assignments, upload content and more.;0;0;0;;;;
Library: Easily find library resources including location and call number and even see current availability.;0;0;0;;;;
Maps: Search campus buildings by name, pinpoint them on the map, see their location relative to your own.;0;0;0;;;;
News: Keep up with all the happenings on and off campus with news from NIU Today.;0;1;0;;;;
Videos: Access all of NIU video content in one easytoview place. m;0;0;0;;;;
Recent changes: New design and minor performance improvements.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.july.justdial;4;0;4;;;;
##\APPLICATION\TRAVEL AND LOCAL\ desc.txt;4;0;4;;;;
The Official Justdial Application for your Android smart phone is simple, interactive and intuitive so you can search for businesses, products or services in your area with ease.;0;0;0;;;;
Now use India's No.1 Local search engine right from your Android device.;0;0;0;;;;
Find out which movies or events are happening around you, the best restaurants and lounges in your city, the latest art shows, or find ATMs, Hotels, Doctors and much more from our list of popular search categories.;0;1;1;;;;
The official Just dial android app gives you all flexibility to sort the results based on your preference.;0;0;0;;;;
Get quick access to results with just a tap on Justdial Hotkeys and enhance your search experience further by adding more hot keys based on your favorites and preferences.Use the near Me  pul;0;0;0;;;;
feature that allows you to search for any business, product or service near you.;0;0;0;;;;
The Justdial App uses the in built GPS functionality of your smart phone to detect your current location and provides Mapping and Navigation features and thereby leveraging the built in Google Maps application.;0;0;0;;;;
The App allows you to choose a city of your choice for your desired searches anywhere in India or the USA.;0;0;0;;;;
Add listings to your address book directly, schedule events, send listings via SMS/Email free of charge and refer the application to your friends.;1;1;1;;;;
You can even Just Dial these businesses with a tap on the phone icon.;0;0;0;;;;
If you are a businessman on the go, this App is just the thing for you.;0;0;0;;;;
You can use this app to add your listing into the Justdial database, free of charge and thus make your services/products available to thousands of potential buyers through Justdial.;0;0;0;;;;
For more information about Justdial services, you can call our Just Dial live operators anytime directly from the app.;0;0;0;;;;
With this Android app, the entire Justdial local search functionality is available anytime, anywhere for free and is just a tap away for you.;0;0;0;;;;
Feel free to get back to the Justdial team with any feedback , concerns or feature requests you have.;0;0;0;;;;
Thanks;0;0;0;;;;
Update: Thanks for all the feedback.;0;1;0;;;;
We are working to include your suggestions as soon as we can;0;0;0;;;;
"In the meanwhile, the app now includes an ""exit"" button.";0;0;0;;;;
You shouldn't need an updated build for this.;0;1;0;;;;
Keep the feedback coming;0;0;0;;;;
Recent changes:  New, sharper icons  Now, search in your Area directly from Results, OR, Now, filter your results by Location without going back to Home Page.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.shopko.android;4;0;4;;;;
##\APPLICATION\SHOPPING\ desc.txt;4;0;4;;;;
The Shopko application allows our customers to manage their prescriptions including request for prescription refills, refill by scanning your label, track refill status, find nearby stores to place a refill request and setup dosage reminders for helping with medication adherence.;1;0;1;;;;
Bookmarking of stores, getting driving directions and managing doctor appointments are some of the additional features available.;0;0;0;;;;
More features will be available soon;0;0;0;;;;
Recent changes: Minor bug fixes;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.accuweather.android;4;0;4;;;;
##\APPLICATION\WEATHER\ desc.txt;4;0;4;;;;
AccuWeather for Android has all of the accurate and localized weather information and interactive features that you need;0;0;0;;;;
With AccuWeather for Android, you can plan your day and make personal or future plans with confidence knowing that you will be safeguarded from weather interruptions.;0;1;0;;;;
This fullfeatured app not only has hourly forecasts updated every hour, interactive Google Mapsa and severe weather notices, but it also has weather in 23 languages, customizable color themes, and social media sharing tu;0;1;0;;;;
Download AccuWeather for Android, at no cost to you, and start accessing your reliable and detailed weather news and information today.;0;1;0;;;;
Weather Information:  Accurate and localized forecasts for locations worldwide. ia;0;0;0;;;;
Updated every hour, forecasts include the most detailed hourly forecasts for the next twentyfour hours, plus day and night weather forecasts and information for the next fifteen days  all in 23 different languages. ng;0;1;0;;;;
Weather Alarmsa for locations worldwide, for weather events including, snow, ice, rain, wind speed/gusts, and probability of thunderstorms. nd i;0;1;1;;;;
Current weather conditions data is updated every 15 minutes and includes humidity percentages, visibility, UV index, wind speed gusts and direction, times for sunrise and sunset, and RealFeel  AccuWeather proprietary weather forecasting system that takes into account multiple weather conditions to determine how the localized temperature actually feels, which may be warmer or colder than the temperature depending on these conditions. ator. t;0;1;0;;;;
Day and night forecasts include high and low temperatures, Weather Alarmsa precipitation type and amount, wind speed and gusts, and RealFeel. ion,;0;1;0;;;;
Weather display of North American radar and worldwide satellite overlaying interactive Google Mapsa ount;0;0;0;;;;
Current news and broadcastquality weather videos with many available in both English and Spanish.;0;0;0;;;;
Additional Features:  Sharing function where a user can share the current, hourly, 15day forecast, or forecast detail view using the social media applications they have installed on their phone. Ac;0;1;0;;;;
The share option is part of the Android menu.;0;0;0;;;;
Inphone status bar on home screen displays the current temperature for user current or home location. ecas;0;0;0;;;;
This is customizable by the user in the settings  rre;0;0;0;;;;
menu under notifications . ser;0;0;0;;;;
Stores unlimited amount of locations along with up to 10 favorite locations.;0;0;0;;;;
Favorites show current temperature along with a short description.;0;0;0;;;;
From the locations   te;0;0;0;;;;
menu option, long press hold on a favorite location for more actions.;0;0;0;;;;
Customizable color themes. on;0;0;0;;;;
Choice between metric or imperial units, and either a 12hour or 24hour time display. or;0;0;0;;;;
Start accessing the most accurate and current weather information available from anywhere and at anytime on your Android phone.;0;0;0;;;;
Download AccuWeather for Android today at no cost.;0;1;0;;;;
Recent changes:;0;0;0;;;;
Minor crash fixes and increased stability;0;0;0;;;;
Improved translations Download the free AccuWeather for Android app today and start using the most accurate and current weather information available from anywhere and at anytime;0;1;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.enfamil.eb;4;0;4;;;;
##\APPLICATION\MEDICAL\ desc.txt;4;0;4;;;;
ExpectingBaby helps you track and share your amazing journey through all three stages of pregnancy planning, delivery and announcing baby arrival.  fro;0;0;0;;;;
Each week you can learn about your baby development, share amazing milestones, thoughts and photos, and manage all your todos as you count down to baby arrival. d at;1;0;1;;;;
When it o time,  n abo;0;0;0;;;;
youl find all the tools you need to count your contractions, notify family and friends, and get to the hospital. l;0;0;0;;;;
And once your baby is here, wel help you announce your baby arrival in style. rien;0;0;0;;;;
ExpectingBaby is brought to you by the maker of Enfamil, a leading provider of sciencebased pediatric nutrition products dedicated to helping provide infants and children with the best start in life. e;0;0;0;;;;
Features include: Planning Stage  Personal countdown with days remaining until baby arrival  Developmental facts for every week of your pregnancy  Engaging weekly questions youl enjoy answering and sharing  Smart checklists and helpful tips to help you manage all your pregnancy todos  Sharing of photos, weekly developments and updates, todo lists and more via SMS, Email and Facebook & Twitter integration GoTime Stage  Contraction Counter to help you time contractions and know when baby on the way  Onestep notification to let friends and family know you are in labor  Map tool to get you to your hospital or find the closest one nearby Celebration Stage  Custom Baby Announcements to help you share baby first photo and stats  Free gift for you and your baby from the maker of Enfamil ntacts,pho;1;1;1;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.spotvite.android;4;0;4;;;;
##\APPLICATION\SOCIAL\ desc.txt;4;0;4;;;;
If you are bored or new in town and are interested in things to do like joining a party or social gathering, then spotvite is your ticket to instant fun with either group of friends or new people in your local neighborhood.;0;0;0;;;;
You can set up instant invitations for pickup games, social events or go out to your favorite hangout spot like your local bar.;1;1;1;;;;
Or if your interested in setting up dinner plans to explore and share good food in your area, you can join a meet up without reservations.;0;0;0;;;;
Anyone can join the fun, as long as they are open to make new friends.;0;0;0;;;;
Meeting up with local singles have never been easier.;0;0;0;;;;
Essentially, spotvite is a fun app that allows you seize the day by gathering new people or friends and have fun adventures right on the spot;0;1;0;;;;
As soon as you set up an event or gathering you will be notified with a group email about others who have joined and similar events you can post.;0;1;0;;;;
Spotvite can become a part of your daily routine, when you actively engage with new users and even build lasting relationships.;0;0;0;;;;
So if you are trying to break out of your shell and get out there, there's no better time then now on spotvite;0;0;0;;;;
Features:  unique map interface to host potvites  t out;0;0;0;;;;
quickly and efficiently  option to select desired photos from Flickr in order to customize and further promote the activity, event, or meetup you are hosting  Currently English only  You can invite your friends using Facebook and Twitter Other Info: Spotvite is the newest upgrade from our awardwinning app, Pickup Sports (which was the winner of TedPrize TEDGlobal2010. S, Ema;0;1;0;;;;
So what are you waiting for;0;0;0;;;;
Use Spotvite to start finding fun things to do, meet new people and free free events now;0;1;0;;;;
Recent changes: Good news;0;0;0;;;;
Spotvite has recently expanded to allow users to start their own interest groups and follow those near by.;0;0;0;;;;
Through this you can chat for free and share about hot topics in addition to hosting activities and joining exciting live events.;0;1;1;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.blackboard.android.central.nau;4;0;4;;;;
##\APPLICATION\EDUCATION\ desc.txt;4;0;4;;;;
Connect to Northern Arizona University resources onthego with NAU Mobile now available on your favorite Android device;0;0;0;;;;
Athletics  Check schedules, scores and stay uptodate with your favorite sports. bl;1;1;0;;;;
Maps  Never get lost again sc;0;0;0;;;;
Quickly find where you are and where you need to go.;0;0;0;;;;
Videos  Get the latest NAU YouTube videos directly on your phone. av;0;0;0;;;;
News  Get the latest headlines, and browse and search recent articles to stay on top of important campus news. de;0;0;0;;;;
Images  See local and campus life with myriad snapshots en;0;0;0;;;;
Learn  Get instant access to your Learn course content from your favorite mobile device. mp;0;0;0;;;;
View important class announcements, post to discussion forums, read and download assignments, upload content and more;0;0;0;;;;
Directory  Look up NAU faculty, staff and students, and store contacts with a few taps. s,;0;0;0;;;;
Giving  Give back to the NAU community. d;0;0;0;;;;
Alumni  Resources for alumni of the NAU.  s;0;0;0;;;;
Transit  Get live transit routes and never miss your bus again nt;0;0;0;;;;
Recent changes: Now featuring:  Dining  Hungry  y;0;0;0;;;;
Quickly search for realtime information on what's available near you on campus.;0;0;0;;;;
Menus, nutrition information and updated hours of operation  know before you go.;0;1;0;;;;
Admissions  Easy access to admission information at the NAU. ow;0;0;0;;;;
Signup for a campus tour, view the admissions requirements, contact your admissions counselor, and even apply;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.rdr.widgets.core;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
A set of powerful and extremely useful home screen widgets;0;0;0;;;;
Designed for both smart phones and tablets All widgets contain advanced features hard to be found on other products.  Upl;0;0;0;;;;
Try it;0;0;0;;;;
Scrollable widgets yet works on any device and launcher (read notes 23 please)   Available widgets: Agenda & Calendar People Bookmarks Messaging Facebook Twitter Timeline [License required] APW Google Reader is available separately. Spotvite is the new;0;1;0;;;;
More tools: Quick Event  Quick Calendar event insertion tool w/ native language processing and speech recognition capabilities Bo;1;1;0;;;;
Say What  little 4x1 widget to update Facebook/Twitter quickly from the home screen. oc;0;1;0;;;;
Please;0;0;0;;;;
Before you decide to rate it low Need help oo;0;0;0;;;;
Email us to dr.appchegmail.com Read the notes before you comment. m;0;0;0;;;;
Use http://apw.uservoice.com for any feature request. yo;0;0;0;;;;
Read known issues and suggested fixes at http://androidprowidgets.blogspot.com/p/knownissues.html   Buy the license key to support the development and unlock all features including access to many themes. A;0;0;0;;;;
"Link: http://market.android.com/detailsid##com.rdr.widgets   Theme Makers: [1] Follow the Create Themes page on our blog http://androidprowidgets.blogspot.com/p/createthemes.html [2] If you have an idea for a new icon please email us ;)   Notes: [1] This is a widgets package. e";0;0;0;;;;
The main app is mainly intended for explaining how to actually add widgets to your home screen.;0;0;0;;;;
[2] A scroll button is used on launchers that don't support scrollable widgets, otherwise scrolling is always enabled.;0;0;0;;;;
HTC Sense and Samsung Touchwiz do not support scrollable widgets.;0;0;0;;;;
Android 3.x, Android 4.x, ADW Launcher, Launcher Pro (enable scrollable widgets in preferences), Go Launcher Ex and others do support them.;0;0;0;;;;
If your launcher does not support scrolling either use the scroll button or replace your launcher.;0;0;0;;;;
There is nothing we can do about it;0;0;0;;;;
[3] Currently the calendar widget is not scrollable in its grid mode and I don't promise it ever will be because currently launchers don't support any extension to allow page flipping.;1;1;2;;;;
Agenda view is fully scrollable though.;0;0;0;;;;
[4] In Quick Event entering the edit window will ignore the reminder setting and the selected calendar, and use the default calendar application settings instead.;1;1;1;;;;
[5] Bookmarks widget supports the following browsers: Stock, MIUI, Miren and Dolphin HD.;0;0;0;;;;
Please understand that most browsers simply can't be supported.;0;0;0;;;;
[6] Facebook/Twitter pictures are cached to SD card.;0;0;0;;;;
Clear cache in preferences if the pictures are outdated.;0;1;0;;;;
[7] Reasons for every permission are available here http://androidprowidgets.blogspot.com/p/androidpermissions.html [8] We reserve the rights to change which features are only available to the licensed version.;0;0;0;;;;
[9] You can find ways to contact us in the About page of the main application.;0;0;0;;;;
apw, widget, widgets package, widgets pack, scrollable, scrolling, calendar, agenda widget, quickadd, people widget, contacts widget, bookmarks widget, messaging widget, sms widget, facebook widget, twitter widget, honeycomb, ics, ice cream sandwitch;0;1;0;;train to ignore;;
Recent changes: For any issue please email us >> 1.2.3 [People] Missing contact fix.;0;0;0;;;;
[Bookmarks] Dolphin Browser HD support.;0;0;0;;;;
>> 1.2.2 Changed which widgets sizes are enabled by default.;0;0;0;;;;
Widget resizing on ICS.;0;0;0;;;;
Quick Event: Fixed FC  Parser improvements.;0;1;1;;Fixed-get(1.0);;
People: Show contact action.;0;0;0;;;;
Messaging: Option to fix Motorola time stamps.;0;0;0;;;;
Bookmarks: 'None' sort order for compatibility w/ Bookmark Sort & Backup.;0;0;0;;;;
All pages opened pages will use the same browser window.;0;0;0;;;;
Social: Fixed compatibility with some apps.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.appventive.ExecAssist.ad;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Executive Assistant provides an allinone interface for quickly reviewing your:  Email: any combination of GMail, Google Apps, or POP/IMAP accounts.;0;0;0;;;;
Exchange too if you use TouchDown, Enhanced Email or K9.;0;0;0;;;;
Gmail users: please see note below.;0;0;0;;;;
Text messages: both native and Google Voice, including popup and reply options  Missed calls: return calls directly from the app  Calendar events (including Exchange & Facebook if supported by your phone)  Tasks: Astrid, Google Tasks Organizer (lite;1;1;1;;;;
You choose which info is safe to show on the lock screen.;0;0;0;;;;
Don't pattern lock your phone;0;0;0;;;;
Give this mode a try for instant access to all your stuff.;0;0;0;;;;
Home Screen Widget: 'always on' interface wherever you want it.;0;0;0;;;;
Use a fullwidget that includes a preview area, or a singlerow, iconsonly widget that simply shows the app icons with counts.;0;0;0;;;;
Many sizes to choose from.;0;0;0;;;;
Optionally use a Senselike or Glass theme for the fullwidget.;0;0;0;;;;
Fullwidgets are scrollable on Honeycomb and for any launcher that supports version 2 of the scrollable widgets extension, such as: ADW, Launcher, Go and Zeam (but not Launcher Pro since it uses version 1).;0;0;0;;;;
In every mode: launch apps, return missed calls, dial voicemail (or optionally choose to launch Google Voice, Visual Voicemail or any other voicemail app).;0;0;0;;;;
Reply to SMS messages directly from the Welcome Screen or Lock Screen, without unlocking (if you enable this option).;0;0;0;;;;
Host your favorite widgets & shortcuts on lock or welcome screen.;0;0;0;;;;
The background image will be the same as your home screen wallpaper (including live wallpapers).;0;0;0;;;;
Customize the color and transparency of the text displays in all modes.;0;0;0;;;;
Optionally select custom icons for the tabs.;0;0;0;;;;
Integrates with TouchDown by NitroDesk so you can view your corporate email, calendar and tasks in Executive Assistant.;1;1;1;;;;
ATTENTION GMAIL USERS: in the latest update to the Gmail app (version 2.3.5), Google no longer allows 3rd party apps to access the Gmail app's database.;0;1;0;;;;
However, you still have two good options for accessing your gmail & Google Apps accounts in Executive Assistant (EA): 1.;0;0;0;;;;
enable IMAP for your account (from GMail on the web, see Settings/Mail settings/Forwarding & POP/IMAP), then access your account using K9, Enhanced EMail, or the POP/IMAP addon.;0;0;0;;;;
We recommend K9 or Enhanced EMail since then EA won't have to fetch your messages separately, and clicking a message in EA will open it in K9 or Enhanced EMail as appropriate or, 2.;0;0;0;;;;
"use the ""Get from Google"" option in EA.";0;0;0;;;;
"In Settings/Configure tabs/EMail/Manage accounts, click on your gmail account, then select ""Get from Google"" and enter your password.";0;0;0;;;;
Please email supportappventive.com if you have any questions or problems.;0;0;0;;;;
Recent changes: v1.8.3: Support for Google Tasks Organizer (lite & pro).;0;0;0;;;;
Select in Settings/Configure tabs/Tasks/Select task provider.;0;0;0;;;;
By default, the Classic widget theme now includes topbar refresh, clear & settings buttons like the other themes.;0;0;0;;;;
"If you prefer the Classic theme without topbar buttons, select ""Classic w/out topbar buttons"" in Settings/Widget options/Theme.";0;0;0;;;;
v1.8.4: improved support for Android 4.0 v1.8.5: fixes a problem some people were having with the calendar preview v1.8.5b: bug fix;1;1;1;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.trulia.android.rentals;4;0;4;;;;
##\APPLICATION\LIFESTYLE\ desc.txt;4;0;4;;;;
Designed specifically for apartment hunters on the go, Trulia takes all of the pain out of finding houses and apartments for rent.;0;0;0;;;;
Once you find something that you like, post the link on Facebook, share notes and photos with your roommates, and stay on top of what new on the market. Ma;0;0;0;;;;
Find your next rental home on Trulia;0;0;0;;;;
FEATURES:  Personalize your search  Quickly find properties you like by GPS or location, get rid of the ones you don't  Remember what you liked (or didn't) about the place  Take notes and photos, and also share them easily with roommates and family  Use Facebook to gather feedback from friends during your apartment search  Never miss out on another rental  Sign up for email alerts right from your phone to know when new properties become available  Quickly see what new  Marker colors help show you what properties you haven't seen yet  Find open houses near you and easily add them to your calendar  Find properties using voicebased search  Just say the city, # of beds and bath, and price range  share baby first phot;1;1;0;;;;
Recent changes: Version 1.2.0  Bug Fixes  User Interface Improvement;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.funambol.androidsync;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Funambol makes it easy to secure your Android pictures, videos, files, contacts and calendar in an online account and keep them in sync across your other mobile phones, tablets, and computers.;1;1;1;;;;
Platforms supported include Android, BlackBerry, iPhone, and Symbian mobile phones, iPad and Android tablets, and Windows and Mac computers.;0;0;0;;;;
Using your online account, you can share your pictures or videos on Facebook, Flickr, Picasa, or YouTube and import your contacts' latest Facebook profile pictures to keep them in sync with your Android contacts.;0;0;0;;;;
To access your online account from your computer, point your browser at http://my.funambol.##com.;0;0;0;;;;
contacts, calendar, pictures, backup, cloud, mobile phone, sync, pim, synchronization, syncml, tablet, videos, files;0;1;0;;;;
Recent changes: Bug fixing;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.microsoft.bing;4;0;4;;;;
##\APPLICATION\BOOKS AND REFERENCE\ desc.txt;4;0;4;;;;
Whatever you're looking for, Bing can find it and help you get there?own the street, the other side of the world, or somewhere in between?ing has the answer. res;0;0;0;;;;
See amazing daily images on the Bing home page and tap a hotspot for more info about the subject.;0;0;0;;;;
Tell Bing what you are looking for with voiceactivated search, even addresses, when you need to be handsfree.;0;0;0;;;;
Find out what deals, shops, restaurants, and much more, are near you.;0;0;0;;;;
See movie ratings, read reviews, and get info about where and when it playing so you can pick the perfect flick. or;0;0;0;;;;
Easily share images, results, deals, and more with your Facebook friends, in email, or text message.;0;0;0;;;;
Get walking, transit, and driving directions with current traffic conditions and maps.;0;0;0;;;;
Recent changes: New Videos Domain now available from the home page Improved image grid view, save images to the gallery, and see fullsized images Voiceactivated search is improved and recognizes addresses Multiple bug fixes Note: The widget is hidden after you update.;0;1;0;;;;
To see it, long press on the home screen, click android Widgets , and then select Bing. w,;0;0;0;;;;
The widget isn't available if the Bing app is installed on an SD card.  t;0;0;0;;;;
Min.;0;0;0;;;;
requirements: OS 2.2 and 320x480 screen resolution;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.ulocate;4;0;4;;;;
##\APPLICATION\TRAVEL AND LOCAL\ desc.txt;4;0;4;;;;
Looking for the best nearby places and things to do;0;0;0;;;;
Download WHERE and discover great local places and offers, picked just for you.;0;0;0;;;;
Feature highlights:  Find nearby restaurants, bars, stores, and more with just a few taps.;0;0;0;;;;
Join millions of people who rely on WHERE everyday to answer the question, 'Where should I go next' s;0;1;0;;;;
Recent changes:  Now featuring deals from Living Social.;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.timsu.astrid;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Astrid: Everyone's favorite todo list  making it fun to get stuff done;1;0;1;;;;
NOW WITH SIMPLE LIST SHARING / ASTRID.COM SYNC / IMPROVED gtasks sync  Astrid is the much loved open source todo list / task manager designed to help you get stuff done.;1;0;1;;;;
It features reminders, lists, sync, a widget, task sharing, optional instant notifications and much more;1;0;1;;;;
visit Astrid.com to learn more;0;0;0;;;;
Features:  Sync with Astrid.com (free way share lists and assign tasks)  Syncs with Google Tasks (with new official API)  Syncs with Producteev.com  Super fun reminders  Custom Filters Try Astrid and find out why it was: #1 Productivity Application by the Android Network Awards Best of Android by Lifehacker.com Best of Android by Mashable.com Best of Android by GigaOm.com Best of Android by Engadget.com Downloaded over 2 million times with over 20,000, 5 stars ratings colors help;1;0;1;;;;
ASTRID MAKES LIST SHARING EASY Households and Couples  Create a shared shopping list  Put some chores or errands you have been meaning to do  Create a packing list for your summer vacation;0;0;0;;;;
Work Teams  share action items after a meeting  set up office chores  think of some small things to improve your workspace Friends  coordinate an event you are planning  challenge each other to go running or eat healthier  get help with a longstanding project ASTRID IS EXTENSIBLE With the Locale Addon and Locale Astrid can notify you based on your location;1;1;1;;;;
With the PowerPack you can get 4x4, 4x3 and 4x2 widgets and add tasks via voice (Android 2.1 and greater) and voice reminders;1;0;1;;;;
FOR CASUAL LIST MAKERS OR POWER USERS;0;0;0;;;;
Astrid aims to delight those who want a simple checklist as well as the a hardcore life hackers committed to a GTD workflow.;0;0;0;;;;
Find out why so many users agree that Astrid is the best todo list for Android.;0;0;0;;;;
If there are ways you think Astrid can improve you can let us know or help us improve it since Astrid is opensource;0;0;0;;;;
http://bit.ly/astridsource SUPPORT Please don't use the comments for support.;0;0;0;;;;
Instead visit: the support tab from within Astrid We are happy to help you;0;0;0;;;;
PREVIOUS VERSIONS Old versions available at: http://weloveastrid.com/old ON THE WEB AT http://astrid.com http://blog.astrid.com FOLLOW ASTRID ON TWITTER http://twitter.com/weloveastrid NOTES Astrid cannot be saved to your SD card because this will break the widget and reminders;1;0;1;;;;
Astrid includes Critercism to improve customer support;0;0;0;;;;
Find out more at: http://www.crittercism.com/;0;0;0;;;;
Recent changes: 3.9.2.3 (01/20/12)  much smaller install size  sync improvements  fewer bugs 3.9.2 (01/18/12)  Set priority, dates times and repeating from quickadd  various bug fixes  repeat and addtocalendar part of the calendar/time picker  show only/hide until moved to additional reminders  see 3.9.2rc post at blog.astrid.com for more 3.9.1.1 (01/06/12)  Fixed a few bugs:  Crash when selecting certain lists  Some lists not displayed  Wrong text color when assigning tasks in Night theme;0;1;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.mobileaction.AmAgent;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
Android Sync Manager WiFi is an easytouse Android sync tool that's specially designed for mobile content management of Android handsets.;0;0;0;;;;
With Android Sync Manager WiFi installed on PC while Android Sync Manager Agent installed on the handset, you can easily synchronize, manage and back up mobile contents between handset and PC, such as contacts, messages, calendar, photos, video and music files, etc.;1;1;0;;;;
Recent changes: 1.;0;0;0;;;;
Fix contacts/calendar synchronize duplication problem 2.;1;1;1;;;;
Fix some other issues;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.msocial.freefb;4;0;4;;;;
##\APPLICATION\SOCIAL\ desc.txt;4;0;4;;;;
"Substitute for previous ""NewsFeed for Facebook"" Uninstall some apps to release space to fix crash DB issue Wall, status,mail message,friends, group, Phonebook, Event, News Feed,Mail, update status,Post Wall, Share Photo, Location, Video new:album, navigation support 1.5 and above No Ad version search ""MobileSocial for Facebook"" We don't steal any your phone data.";0;1;0;;;;
"If not right date setting, login will fail, If no data connection, login will fail For some superman: How to access Facebook in Blocked Country, such as China 1, Choose ""https"" in setting 2, add following in to your phone's hosts file 66.220.146.25 www.facebook.com 96.17.70.42 fbcdnprofilea.akamaihd.net 69.63.181.26 login.facebook.com 69.63.180.51 x.facebook.com 66.220.147.47 api.facebook.com 69.63.176.96 apivideo.facebook.com 69.63.178.31 developers.facebook.com 69.63.178.53 m.facebook.com 69.63.178.50 iphone.facebook.com 96.6.130.110 sstatic.ak.facebook.com 69.63.178.57 secureprofile.facebook.com 69.63.176.59 securemediasf2p.facebook.com 69.63.178.15 ssl.facebook.com 72.247.247.179 profile.ak.facebook.com 80.67.66.64 b.static.ak.facebook.com 69.63.178.53 touch.facebook.com";0;1;0;;;;
"Recent changes: 0, pull down and refresh get new feed 1, Enable move to external storage card; 2, Enable horizontal move to switch tab view 3, Show latest two comments directly and support large screen(960540...) fix news feed crash bugs in specific device Please remove old ""Mobile SNS"" in screen, and replace with new one, I changed the launch object.";0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.worldmate;4;0;4;;;;
##\APPLICATION\TRAVEL AND LOCAL\ desc.txt;4;0;4;;;;
Just selected as an Android Market Editors Choice;0;0;0;;;;
Join over 8 million travelers who rely on WorldMate to plan, book, and manager their trips.;0;0;0;;;;
Piece together your flight, hotel, car rental, train, OpenTable, TicketMaster and Viator reservations into a comprehensive itinerary.;0;0;0;;;;
Get 5day weather forecasts, flight information, book last second hotel rooms, and much more.;0;1;0;;;;
Limited Time Offer: Book a rental car or limo with WorldMate and get 3 months of our premium ?old   in;0;1;0;;;;
services for free;0;0;0;;;;
Complimentary Services  Itinerary Manager WorldMate automatically builds your itinerary and synchronizes it to your phone for instant access. ho;0;0;0;;;;
No matter where you booked from, all you have to do is forward your confirmation emails to tripsworldmate.com and let WorldMate take care of the rest.;0;0;0;;;;
Mapping All items in your itinerary are plotted into Google Maps for easy navigation. o;0;0;0;;;;
Itinerary Updates WorldMate posts a notification to your phone status bar whenever your itinerary has been updated. rldM;0;1;0;;;;
Audio Alerts Daily notifications while on the road with the day weather forecast spoken to you. y ha;0;1;0;;;;
Travel Widget Inspect your itinerary ataglance on your phone home screen. cast;0;0;0;;;;
Hotel Booking Search and book a room at over 90,000 hotels worldwide. sc;0;0;0;;;;
NEW Car Rental Bookings Reserve a car at any of the hundreds of airports covered around the globe.  b;0;0;0;;;;
NEW Chauffeured Car Reservations Book a chauffeured town car, limo or van worldwide. nd;0;0;0;;;;
Flight Reminders A few hours before departure, WorldMate sends a preboarding notification with a link to Flightstats.com so you can quickly look up the realtime status. ly;0;0;0;;;;
Flight search Pick your departure & arrival airport and access the flight schedules for over 900 airlines. li;0;0;0;;;;
Currency Converter?orldMate accesses the daily exchange rates for over 100 currencies and presents the corresponding conversion for any 3 currencies simultaneously. atus;0;0;0;;;;
Weather Forecast 5day forecast for your home city and your destination cities. nc;0;1;0;;;;
Share Trips Want to share your itinerary and travel information with a friend  n;0;0;0;;;;
WorldMate lets you share your trips by posting to Facebook and sending an email summary to anyone on your phone contact list. on;0;0;0;;;;
Premium ?old  ou;0;0;0;;;;
Services For those road warriors who demand an even higher level of service, we offer the Gold tier of service.;0;0;0;;;;
(Subscriptions are purchased inapp.)  NEW Calendar Synchronization Synchronize your WorldMate itinerary to Outlook, or your Android/Google Calendar. lt;1;1;0;;;;
