 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Corrected a calculation bug in the analysis;0;0;0;;;;
3.0.0.5;0;0;0;;;;
Corrected a crash related to empty contact names;1;1;1;;;;
Corrected a query crash related to contact photo;1;1;1;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.tarsin.android.dilbert;4;0;4;;;;
##\APPLICATION\COMICS;0;0;4;;;;
The official Dilbert Mobile app is here!;0;0;0;;;;
For the first time ever, get immediate access to your daily Dilbert comic as well as the 20+ year archive of the entire Dilbert collection on your mobile device.;0;0;0;;;;
"After viewing the day's strip, select ""Random Comic"" to flash back to hilarious office moments of Dilbert days gone by.";0;0;0;;;;
Recent changes: Better handling of loss of connection to the Dilbert content server.;0;0;0;;;;
Fix for reported crash bugs.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.flowers1800.androidapp2;4;0;4;;;;
##\APPLICATION\SHOPPING;0;0;4;;;;
Part of what makes a great gift is timing.;0;0;0;;;;
Now when you're on the go, you can order from the all new 1-800-FLOWERS Mobile Gift Center!;0;0;0;;;;
Download our free application to shop anywhere, anytime, and find the perfect flowers, gifts and exclusive offers for our mobile users.;0;0;0;;;;
The application ask for the following permissions:;0;0;0;;;;
INTERNET ACCESS: To access 1800 flowers online catalog.;0;0;0;;;;
READ CONTACTS: To use your address book to fill orders information.;1;1;1;;;;
COARSE LOCATION: To help you find 1800 flowers store near you.;0;0;0;;;;
READ PHONE STATE, ACCESS NETWORK STATE: Provide better user experience;0;0;0;;;;
Recent changes: Usability and stability improvements.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##play.com.ibibo.rummy;4;0;4;;;;
##\GAME\CARDS;0;0;4;;;;
Play Rummy;0;0;0;;;;
India's favorite card game.;0;0;0;;;;
Online Rummy will test your card skills to the very limit.;0;0;0;;;;
You are bound to be hooked for hours!;0;0;0;;;;
Online Rummy can be played with up to 4 players so bring along your friends and start winning great prizes today!;0;0;0;;;;
Out do your friends and other players as you use strategy, presence of mind and yes a little luck, to out-maneuver your opponents and Win lots of prizes.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.one23people.android.us;4;0;4;;;;
##\APPLICATION\SOCIAL;0;0;4;;;;
Find all online information about people with the new 123people app.;0;0;0;;;;
Also, share the search results with friends and save contacts directly into your phone book.;1;1;1;;;;
The free 123people app makes people search faster and easier than ever.;0;0;0;;;;
123people gathers publicly available information on the Internet that is related to a name pair.;0;1;0;;;;
That includes pictures, telephone numbers, e-mail addresses, social network profiles, videos, web links, news, blogs, and documents.;0;1;0;;;;
Within every search, hundreds of global and local sources are scanned, including Facebook, Twitter, YouTube, Google, LinkedIn, Xing, Last.fm, Flickr, Hi5, Netlog, Hyves, and many more.;0;0;0;;;;
Every time a search is conducted, a new request is generated and results are delivered in real-time.;0;0;0;;;;
A vertical sidebar enables you to navigate comfortably as well as ensuring search results that are well structured into ten different categories, such as social networks, pictures, telephone numbers, news, web links, e-mail addressen, blogs, Twitter, videos and documents.;0;1;0;;;;
The 123people app is free of charge and currently available in the languages English, German, French Italian, Dutch, Spanish and Polish.;0;0;0;;;;
The App's essential features:;0;0;0;;;;
Using the app is quick and simple: Enter a name into the search box, select a country and touch the search button;0;1;0;;;;
Share every search result via Facebook, Twitter or email with friends;1;1;1;;;;
Call newly discovered telephone numbers directly or send them a text message (currently available in the USA, Austria, Germany and Spain);1;1;1;;;;
Telephone numbers, addresses or email addresses can be added directly to your own contacts;1;1;1;;;;
Find out more about one of your already existing contacts with the feature My contacts;1;1;1;;;;
File individual search results in order to read them later via Instapaper or Read it Later;0;0;0;;;;
A supplemental widget makes the search even easier Important information: In order to conduct the features;0;0;0;;;;
Search for people from my contacts and call found telephone numbers directly, the app requires the following authorizations:;1;1;1;;;;
Your personal information: read contact data;1;1;1;;;;
Services that cost you money: directly call phone numbers, send SMS messages;1;1;1;;;;
Neither does the app store any data, nor does it dial phone numbers automatically.;0;1;0;;;;
Keywords: 123people Mobile People Search, people, people search, people search engine, find, look up, friends, relatives, telephone numbers, pictures, images, video, news, blog, documents, social network, profiles, address, email address, digital footprint, reputation management, data privacy, peoplesearch, qdq, dailymotion, vimeo, facebook, twitter;0;0;0;;;;
It helps to continuously improve our 123people app.;0;0;0;;;;
New features in this update (1.2):;0;0;0;;;;
an extra search button for special phones to start the search;0;0;0;;;;
use the google search bar on your homescreen to search directly in the 123people app;0;0;0;;;;
save pictures to your phone;0;0;0;;;;
swipe to the next picture in picture fullview mode;0;0;0;;;;
new button to open the sidebar (in the upper left corner) Previous updates:;0;0;0;;;;
Widget;0;0;0;;;;
Additional languages: Spanish and Polish;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.octabode.dcfd;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
Small tool to let you delete multiple contacts.;1;1;1;;;;
Select one, many, or all.;0;0;0;;;;
Search to identify contacts to delete.;1;1;1;;;;
Touch to show contact details in app to help you decide which contacts to delete.;1;1;1;;;;
Search works across all contact information (name, company, address, etc.).;1;1;0;;;;
For more features such as select by account, copy, move, and merge, see Contact Remover Plus!;0;1;0;;;;
NOTE:;0;0;0;;;;
May not show or delete Facebook contacts depending on phone.;1;1;1;;;;
Please email me if you have any problems, questions or suggestions.;0;1;1;;;;
We developers CANNOT RESPOND to comments left as feedback in the market-google just doesn't give us any way to do it, so please email us!;0;1;0;;;;
I suppose I should point out that for those reviewers complaining that this app does nothing that the built-in contact app doesn't do, please remember that not all phones have the same built-in apps, and that the contact app is often customized by the phone manufacturers or carriers to add features.;1;1;1;;;;
Lots of phone don't have a bulk-delete capability, which is why I originally wrote this.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Added Send Logs function.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##net.cdeguet.smartkeyboardtrial;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
"This is the TRIAL version of ""Smart Keyboard PRO"" (it has the same features but with a nag screen).";0;0;0;;;;
Buy the Pro version if you like it!;0;0;0;;;;
IF YOU HAVE UNEXPECTED ISSUES AFTER THE UPDATE, PLEASE RESTART YOUR PHONE, AND UNINSTALL/REINSTALL THE APP IF IT'S NOT ENOUGH.;0;0;0;;;;
IMPORTANT: the Pro version is a standalone app, you don't need to keep this Trial if you installed the Pro version.;0;0;0;;;;
"You can transfer easily your settings to the Pro version by using ""Backup to SD card"" option in Trial settings, and then ""Restore from Trial"" in Pro settings.";0;0;0;;;;
Multitouch keyboard with multi-language support, skins, voice input, T9 and compact, Smart dictionary, custom Auto-Text, hard keyboard support, calibration, many appearance and prediction options.;0;0;0;;;;
Don't forget to read the FAQ on the web site if you have problems, answers to most common issues are there!;0;0;0;;;;
To enable the keyboard, go to Language and keyboard?;0;0;0;;;;
settings, and check Smart Keyboard Pro?;0;0;0;;;;
box.;0;0;0;;;;
"Then long press in any text input area until a popup menu appears, select ""Input Method"" in this menu, and choose ""Smart Keyboard PRO"" in the list (see the video).";0;0;0;;;;
If you find bugs such as force close issues, please go to the web site and contact the support.;0;1;0;;;;
If you want help, it's completely useless to leave bad comments here as we cannot contact you!;0;1;0;;;;
"Ignore the warning about the keyboard ""collecting your personal data"", this is a standard Android message when you activate any third party input method.";0;1;0;;;;
Contains layouts for the following languages (check the market for available dictionaries): Afrikaans Arabic: Ø§Ù„Ø¹Ø±Ø¨ÙŠØ© Armenian: Õ€Õ¡ÕµÕ¥Ö€Õ¥Õ¶ Azerbaijani: AzÉ™rbaycanca Belarusian: ?‘?µ?»?°Ñ€ÑƒÑ??º?°Ñ?;0;0;0;;;;
Bosnian: Bosanski Bulgarian: ?‘ÑŠ?»?³?°Ñ€Ñ??º?¸ Catalan: CatalÃ  Chinese: ä¸­æ–‡ Croatian: Hrvatski Czech: ÄŒeÅ¡tina Danish: Dansk Dutch: Nederlands English Esperanto Estonian: Eesti Finnish: Suomi French: FranÃ§ais Greek: Î•Î»Î»Î·Î½Î¹ÎºÎ¬ Georgian: áƒ¥áƒ?áƒ áƒ—áƒ£áƒšáƒ˜ German: Deutsch Hebrew: ×¢×‘×¨×™×ª Hungarian: Magyar Icelandic: Ã?slenska Indonesian: Bahasa Indonesia Italian: Italiano Japanese: æ—¥æœ¬èª?;0;0;0;;;;
Kazakh: Òš?°?·?°Ò›Ñˆ?° Korean: í•œêµ­ì–´ Latvian: LatvieÅ¡u Lithuanian: LietuviÅ³ Luxembourgish: LÃ«tzebuergesch Macedonian: ?œ?°?º?µ?´?¾?½Ñ??º?¸ Mongolian: ?œ?¾?½?³?¾?» Norwegian: Norsk Persian: Ù?Ø§Ø±Ø³ÛŒ Polish: Polski Portuguese: PortuguÃªs Romanian: RomÃ¢nÄƒ Russian: ? ÑƒÑ?Ñ??º?¸?¹ Serbian: ?¡Ñ€?¿Ñ??º?¸ Slovak: SlovenÄ?ina Slovenian: SlovenÅ¡Ä?ina Spanish: EspaÃ±ol Swedish: Svenska Ukrainian: ?£?ºÑ€?°Ñ—?½Ñ?ÑŒ?º?° Tatar: ?¢?°Ñ‚?°Ñ€Ñ‡?° Thai: à¹„à¸—à¸¢ Turkish: TÃ¼rkÃ§e Vietnamese: Tiáº¿ng Viá»‡t;0;1;0;;;;
Recent changes: v4.6.1:;0;0;0;;;;
Fixed color of preview popup on ICS v4.6.0:;0;0;0;;;;
Enable double space for period in Samsung email client;0;1;0;;;;
Added mic key on Hebrew layout;0;0;0;;;;
Option to hide language icon in the status bar;0;0;0;;;;
Updated localization + added Hebrew;0;0;0;;;;
Fixed Gmail issue on ICS;0;0;0;;;;
Fixed symbol key on hard keyboard;0;0;0;;;;
Fixed Czech and Norwegian layouts;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.jpm.sig.android;4;0;4;;;;
##\APPLICATION\FINANCE;0;0;4;;;;
J.P.Morgan Mobile(SM) is available exclusively for J.P.Morgan Private Banking clients who would like to access account and market information from an Android device.;0;0;0;;;;
With this app, J.P.Morgan Private Banking clients can:;0;0;0;;;;
Send money to individuals with J.P.Morgan QuickPay(SM);0;0;0;;;;
Deposit checks with J.P.Morgan QuickDeposit(SM);0;0;0;;;;
View intraday balances, positions, and transactions for investment accounts;0;0;0;;;;
View balances and transaction history for banking accounts and credit accounts;0;0;0;;;;
Pay bills, transfer funds, and pay credit cards;0;0;0;;;;
Access real-time market quotes and news articles;0;0;0;;;;
Read Eye on the Market, from Michael Cembalest, Chief Investment Officer;0;0;0;;;;
View and contact their J.P.Morgan Team;0;1;1;;;;
Locate nearby Chase branches and ATMs Please note that this application is only available for J.P.Morgan Private Banking clients.;0;0;0;;;;
Please contact your J.P.Morgan service team with any questions.;0;1;0;;;;
Android is a trademark of Google, Inc.;0;0;0;;;;
Use of this trademark is subject to Google Permissions.;0;0;0;;;;
Bank products and services offered by JPMorgan Chase Bank, N.A.Member FDIC.;0;0;0;;;;
Securities offered through J.P.Morgan Securities LLC, member FINRA, NYSE and SIPC.;0;0;0;;;;
J.P.Morgan Securities LLC is an affiliate of JPMorgan Chase Bank, N.A.;0;0;0;;;;
Recent changes: This version enhances app access and optimizes performance.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.sincerely.android.postagram;4;0;4;;;;
##\APPLICATION\PHOTOGRAPHY;0;0;4;;;;
Postagram makes it easy to send a printed photo in the mail to yourself, friends or family anywhere in the world.;1;0;1;;;;
Take a shot with the app or use photos from your photo library or Facebook.;0;0;0;;;;
FEATURES;0;0;0;;;;
Printed on thick, glossy photo postcards at 300dpi resolution;0;0;0;;;;
Delivered anywhere in the world for 99 cents;0;0;0;;;;
US delivery takes only 2-5 business days.;0;0;0;;;;
International delivery, a bit longer.;0;0;0;;;;
Postagrams are personalized with the profile photo of the sender;0;0;0;;;;
Include an optional 140 character message;0;0;0;;;;
Photo pop-outs of the postcard as a 3x3 inch photo print;0;0;0;;;;
You can snap a shot with the app or select a photo from your phone's gallery or from Facebook;0;0;0;;;;
People are using Postagram to send:;0;0;0;;;;
Thank you cards;0;0;0;;;;
"""I love you"" notes";0;0;0;;;;
Greeting cards;0;0;0;;;;
Birthday cards;0;0;0;;;;
Invitations;0;0;0;;;;
Postcards from a trip;0;0;0;;;;
Prints of their favorite photos;0;0;0;;;;
To develop a picture for photo albums;0;0;0;;;;
Scrapbooking;0;0;0;;;;
Pen pals;0;0;0;;;;
What creative use will you come up with?;0;0;0;;;;
Send your first Postagram in less than 2 minutes.;0;0;0;;;;
Download this free app now and send a beautiful Postagram postcard to someone you love.;0;0;0;;;;
Each Postagram is backed by the Sincerely.com Guarantee:;0;0;0;;;;
If your Postagram gets lost in the mail, damaged or you are otherwise not happy, we will send another Postagram free or return your money.;0;0;1;;;;
"We take full responsibility from the time you click ""order"" until you are holding a beautiful Postagram in your hand.";0;0;0;;;;
You can also print your photos right from galleries and albums.;0;0;0;;;;
You can use Postagram to print from your favorite photo editor and effects apps.;0;0;0;;;;
team@sincerely.com;0;0;0;;;;
Recent changes: Version 1.6 New universal Sincerely credit system:;0;0;0;;;;
Sincerely credits can be used across any Sincerely app such as Postagram, Sincerely Ink and more;0;0;0;;;;
Postagrams are still 99c and cost 5 Sincerely credits with this new system.;0;0;0;;;;
Existing Postagram credits will translate to new Sincerely credits at a 1 to 5 ratio (1 Postagram credit = 5 Sincerely credits).;0;0;0;;;;
This will happen automatically inside your Postagram app.;0;0;0;;;;
New address book, edit, update and delete your Sincerely contacts with ease.;1;1;1;;;;
Content rating: Everyone;0;0;0;;;;
##com.sugarcrm.iphone;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Using Sugar Mobile for SugarCRM's award-winning CRM application, SugarCRM customers can access their Sugar Professional, Corporate, Enterprise, or Ultimate applications (versions 6.2.0 and later) from their Android devices.;0;0;0;;;;
If you are not a SugarCRM customer, you can register for a free trial of Sugar Enterprise to use with Sugar Mobile.;0;0;0;;;;
"To register, please visit http://www.sugarcrm.com, or click the ""Free Trial"" button within Sugar Mobile.";0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.invoice2golite;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Invoice2go is the fast and easy way to invoice, estimate, bill, collect and report.;0;0;0;;;;
With over 20 built-in invoice styles to choose from it's actually fun going through and choosing your template and designing your invoice.;0;0;0;;;;
Even better if you install the Desktop Version all these templates can be customized to your own needs.;0;0;0;;;;
Add logo's, move fields you can even create your very own business forms.;0;0;0;;;;
No other solution available gives you this flexibility.;0;0;0;;;;
Invoice2go has been the leader in desktop invoicing software for the past 7 years and the top selling invoicing app on the iPhone for the past 2 years.;0;0;0;;;;
The best of this functionality is now rolled into a convenient Android App to make your life easier.;0;0;0;;;;
This free version of Invoice2go only lets you create and manage up to 3 invoices at a time.;0;0;0;;;;
To create and manage as many invoices as you like, without any limitations, please purchase the paid version.;0;0;0;;;;
KEY FEATURES;0;0;0;;;;
Create professional Invoices, Estimates, Credit Memos, Purchase Orders and more instantly on your Android device.;0;0;0;;;;
Choose an Invoice template that suits your business from over 20 professional designs.;0;0;0;;;;
Easily customize invoices for your own purposes.;0;0;0;;;;
What you see is what you send.;0;0;0;;;;
Preview all your invoices before you send them as PDF documents with pinch to zoom functionality.;0;0;0;;;;
Email invoices for faster payment.;0;1;0;;;;
Add PayPal buttons onto your Invoices so customers can click and pay you instantly using PayPal.;0;0;0;;;;
Ideal for both product and services businesses.;0;0;0;;;;
Calculates totals and taxes automatically for you.;0;0;0;;;;
Links directly to your Phone Contacts for selecting customers and suppliers.;1;1;1;;;;
Keep track of customer payments and how much you're owed.;0;0;0;;;;
Automatically configures your currency and tax settings based on your country i.e: Australia ($) GST Canada ($) GST & PST New Zealand ($) GST Ireland (â‚¬) VAT Singapore ($) GST South Africa (R) VAT United Kingdom (Â£) VAT United States ($) TAX Invoice2go for Android has everything you need to run your business while your on the go!;0;0;0;;;;
Recent changes:;0;0;0;;;;
Fixed decimal separator issues;0;0;0;;;;
Fixed Issue for Ampersand & in Invoice Item description;0;0;0;;;;
Fixed Settings screen refresh issue after restoring from database;0;1;0;;;;
Added ability to select country in the Settings for Argentina, Austria, France, Germany, Italy, Mexico and Spain (Automatic country tax settings and better localization in the generated pdf );0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##org.baxter.mobile;4;0;4;;;;
##\APPLICATION\FINANCE;0;0;4;;;;
BCU's FREE Mobile Banking Application for the Android With Mobile Banking from BCU you can use your Android to do banking wherever and whenever you wish.;0;0;0;;;;
If you are enrolled in BCU's Online Banking, you can check your balances, view copies of checks, view transaction history, make quick transfers within BCU accounts.;0;0;0;;;;
Features:;0;0;0;;;;
Manage your accounts 24/7;0;0;0;;;;
Check account balances;0;0;0;;;;
View copies of your cleared checks;0;0;0;;;;
View transaction history;0;0;0;;;;
Make quick transfers within BCU accounts;0;0;0;;;;
Find ATMs, branches and shared branch locations using GPS with no address input;0;0;0;;;;
Feel safe and secure with our SSL (Secure Socket Layer) encryption to communicate securely through all mobile service providers.;0;0;0;;;;
COMING SOON;0;0;0;;;;
Look for many of the same features available to members via Online Banking, including the ability to pay bills.;0;0;0;;;;
Learn more at http://www.bcu.org/MobileBanking.aspx;0;0;0;;;;
Recent changes: Bug fix for displaying sub accounts.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.catssounds;4;0;4;;;;
##\APPLICATION\ENTERTAINMENT;0;0;4;;;;
Need an anti dog app with different cat sounds?;0;0;0;;;;
Try Cat Sounds.;0;0;0;;;;
Have you ever heard a cat cry?;0;0;0;;;;
or yell?;0;0;0;;;;
Guess which sound it is.;0;0;0;;;;
A must have for cat lovers.;0;0;0;;;;
Try as well FarmAnimals and SeaAnimals, for free on the Android Market.;0;0;0;;;;
Content rating: Not rated;0;0;0;;;;
##com.klye.ime.latin;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY;0;0;4;;;;
Multi-purpose Multilingual IME;0;0;0;;;;
No INTERNET permission = No data/password can be sent out;0;1;0;;;;
Small size;0;0;0;;;;
Extreme customizable;0;0;0;;;;
T9, compact, Cyrillic phonetic (swipe â†?);0;0;0;;;;
Qwerty / Azerty / Qwertz / Dvorak / Left Hand / Right Hand / Colemak / Neo / BÃ©po;0;0;0;;;;
ÎµÏ‡à¹‘Ñ‚á½¶Ï‚, Emoji, math, smiley faces, Edit Mode, Num Pad, symbols keyboard;0;0;0;;;;
Esc, Ctrl, Alt, tab keys for ssh, telnet terminal, remote desktop;0;0;0;;;;
Voice input;0;0;0;;;;
Gestures;0;0;0;;;;
Auto correction: Type approximately or blind type;0;0;0;;;;
Autotext / shorthand.;0;0;0;;;;
User dictionary;0;0;0;;;;
Word learning;0;0;0;;;;
Multi-touch;0;0;0;;;;
Split mode for tablets (thumb typing);0;0;0;;;;
ICS (ice cream sandwich) tested.;0;0;0;;;;
Accents key / dead-key;0;0;0;;;;
"ë‚˜ë??ê¸€ Afrikaans Alemannisch | Alemannic Apache Asturianu, bable | Asturian Asá»¥sá»¥ Igbo AzÉ™rbaycan dili | Azerbaijani, azeri Bahasa Indonesia | Indonesian Bahasa Melayu | Malay Basa Jawa | Javanese Basa Sunda | Sundanese Bosanski jezik | Bosnian CatalÃ  | Catalan Ä?eÅ¡tina, Ä?eskÃ½ jazyk | Czech Chamoru | Chamorro Choctaw Cymraeg | Welsh Dansk | Danish Deutsch | German DinÃ© bizaad, DinÃ©kÊ¼ehÇ°Ã­ | Navajo, Navaho Eesti, eesti keel | Estonian Elsassisch | Alsatian English EspaÃ±ol, Castellano | Spanish; Castilian Esperanto Euskara, Euskera | Basque EÊ‹egbe | Ewe FranÃ§ais, Langue FranÃ§aise | French Gaeilge | Irish GÃ idhlig | Scottish Gaelic; Gaelic Galego | Galician Gjuha Shqipe | Albanian Hausa Hrvatski Jezik | Croatian IPA | International Phonetic Alphabet IsiXhosa | Xhosa IsiZulu | Zulu Ã?slenska | Icelandic Italiano | Italian JÄ™zyk Polski | Polish Kiswahili | Swahili KurdÃ® | Kurdish Latine, Lingua Latina | Latin LatvieÅ¡u Valoda | Latvian LietuviÅ³ Kalba | Lithuanian Limba RomÃ¢nÄƒ, MoldoveneascÄƒ | Romanian, Moldavian, Moldovan Lojban Magyar | Hungarian Malagasy fiteny Malti | Maltese Maori, te reo MÄ?ori Mvskoke | Creek, Muskogee, Muscogee Nederlands | Dutch Norsk bokmÃ¥l | Norwegian BokmÃ¥l O'zbek | Uzbek ÅŒlelo HawaiÊ»i | Hawaiian Polszczyzna | Polish PortuguÃªs | Portuguese SchwyzerdÃ¼tsch | Swiss German Serbsce, Serbski | Sorbian, Wendish, Lusatian SlovenÄ?ina, SlovenskÃ½ jazyk | Slovak Slovenski jezik, SlovenÅ¡Ä?ina | Slovene Srpski | Serbian Suomi, Suomen Kieli | Finnish Svenska | Swedish Tagalog | Wikang Tagalog Tiáº¿ng Viá»‡t | Vietnamese TÃ¼rkÃ§e | Turkish TÃ¼rkmen, ?¢Ò¯Ñ€?º?¼?µ?½ | Turkmen ValenciÃ  | Valencian Vlaams Wollof | Wolof YorÃ¹bÃ¡ | Yoruba ÎµÎ»Î»Î·Î½Î¹ÎºÎ® Î³Î»Ï?ÏƒÏƒÎ±, ÎµÎ»Î»Î·Î½Î¹ÎºÎ¬ | Greek ?±?µ?»?°Ñ€ÑƒÑ??º?°Ñ?";0;1;0;;;;
"?¼?¾?²?° | Belarusian ?±ÑŠ?»?³?°Ñ€Ñ??º?¸ ?µ?·?¸?º | Bulgarian ?ºÑ‹Ñ€?³Ñ‹?· Ñ‚?¸?»?¸ | Kirghiz, Kyrgyz Ò›?°?·?°Ò› Ñ‚Ñ–?»Ñ– | Kazakh ?¼?°?º?µ?´?¾?½Ñ??º?¸ Ñ˜?°?·?¸?º | Macedonian ?¼?¾?½?³?¾?» | Mongolian Ñ€ÑƒÑ?Ñ??º?¸?¹ Ñ??·Ñ‹?º | Russian Ñ?Ñ€?¿Ñ??º?¸ Ñ˜?µ?·?¸?º | Serbian Ñ‚?°Ñ‚?°Ñ€ Ñ‚?µ?»?µ | Tatar Ñ‚?¾Ò·?¸?ºÓ£, toÄŸikÄ«, ØªØ§Ø¬ÛŒÚ©ÛŒ""";0;0;0;;;;
"| Tajik ?¢Ñ‹?²?° ?´Ñ‹?» | Tuvan Ñƒ?ºÑ€?°Ñ—?½Ñ?ÑŒ?º?° ?¼?¾?²?° | Ukrainian ???·?±?µ?º | Uzbek áƒ¥áƒ?áƒ áƒ—áƒ£áƒšáƒ˜ | Georgian Õ€Õ¡ÕµÕ¥Ö€Õ¥Õ¶ | Armenian ×™×™Ö´×“×™×© | Yiddish ×¢×‘×¨×™×ª | Hebrew Ø¦Û‡ÙŠØºÛ‡Ø±Ú†Û•""";0;0;0;;;;
"| Uighur, Uyghur Ø§Ø±Ø¯Ùˆ | Urdu Ø§Ù„Ø¹Ø±Ø¨ÙŠØ© | Arabic Ø¨Ù‡Ø§Ø³ Ù…Ù„Ø§ÙŠÙˆ""";0;0;0;;;;
"| Malay Ù¾ÚšØªÙˆ | Pashto, Pushto Ø³Ù†ÚŒÙŠØŒ Ø³Ù†Ø¯Ú¾ÛŒ""";0;0;0;;;;
"| Sindhi Ù?Ø§Ø±Ø³ÛŒ | Persian, Farsi ?‹?¨?ˆ?¬?€?¨ | Dhivehi; Maldivian á‰µáŒ?áˆ­áŠ› | Tigrinya áŠ áˆ›áˆ­áŠ› | Amharic; Ethiopian áŒ?á‹•á‹?";0;0;0;;;;
| Ge'ez à¤…à¤µà¤§ | Awadhi à¤¨à¥‡à¤ªà¤¾à¤²à¥€ | Nepali à¤­à¥‹à¤œà¤ªà¥?à¤°à¥€ | Bihari à¤®à¤°à¤¾à¤ à¥€ | Marathi (MarÄ?á¹­hÄ«) à¤¸à¤‚à¤¸à¥?à¤•à¥ƒà¤¤à¤®à¥?;0;0;0;;;;
| Sanskrit (Saá¹?ská¹›ta) à¤¹à¤¿à¤¨à¥?à¤¦à¥€, à¤¹à¤¿à¤‚à¤¦à¥€ | Hindi à¦…à¦¸à¦®à§€à¦¯à¦¼à¦¾ | Assamese à¦¬à¦¾à¦‚à¦²à¦¾ | Bengali à¦¬à¦¿à¦·à§?à¦£à§?à¦ªà§?à¦°à¦¿à¦¯à¦¼à¦¾ à¦®à¦£à¦¿à¦ªà§?à¦°à§€ | Bishnupriya Manipuri à¨ªà©°à¨œà¨¾à¨¬à©€ | Panjabi, Punjabi àª—à«?àªœàª°àª¾àª¤à«€ | Gujarati à¬“à¬¡à¬¼à¬¿à¬† | Oriya à®¤à®®à®¿à®´à¯?;0;0;0;;;;
| Tamil à°¤à±†à°²à±?à°—à±?;0;0;0;;;;
| Telugu à²•à²¨à³?à²¨à²¡ | Kannada à´®à´²à´¯à´¾à´³à´‚ | Malayalam à·ƒà·’à¶‚à·„à¶½ | Sinhala, Sinhalese à¹„à¸—à¸¢ | Thai àº?àº²àºªàº²àº¥àº²àº§ | Lao à½–à½¼à½‘à¼‹à½¡à½²à½‚ | Tibetan Standard, Tibetan, Central à½¢à¾«à½¼à½„à¼‹à½?;0;0;0;;;;
| Dzongkha á??áŸ’á?˜áŸ‚á?š, á??áŸ?á?˜á?šá?—á?¶á?Ÿá?¶, á?—á?¶á?Ÿá?¶á??áŸ’á?˜áŸ‚á?š | Khmer á?£á?³á?© á?¦á?¬á?‚á?¯á??á?— | Cherokee á?ƒá“„á’ƒá‘?á‘?á‘¦ | Inuktitut á?Šá“‚á”‘á“ˆá?¯á’§á??á“?;0;0;0;;;;
| Ojibwe, Ojibwa á“€á?¦á?ƒá”­á??á??á?£ | Cree í•œêµ­ì–´ (éŸ“åœ‹èª?), ì¡°ì„ ì–´ (æœ?é®®èª?) | Korean ê†ˆêŒ ê’¿ Nuosuhxop | Nuosu, Yi, å½?;0;0;0;;;;
ä¸­æ–‡ | Chinese äº”ç¬” | Wubi å€‰é ¡ | Cangjie æ‹¼éŸ³ | Pinyin æ³¨éŸ³ | Zhuyin ç¬”ç”» | Bihua ç²¤æ‹¼ | Cantonese Jyutping é€Ÿæˆ?;0;0;0;;;;
| Sucheng æ‰‹å¯« ä¸­æ—¥éŸ© | CJK Handwriting recognition æ—¥æœ¬èª?;0;0;0;;;;
ã?«ã?»ã‚“ã?” | Japanese romaji hanja í•œì??;0;0;0;;;;
ä»“é¢‰ kanji æ¼¢å­— ä»®å??;0;0;0;;;;
ãƒ­ãƒ¼ãƒ?å­— ã‚­ãƒ¼ãƒœãƒ¼ãƒ‰ multilang ä¸­å›½è¯­ ë‚˜ë??ê¸€ OCR, AI, Graffiti bilingual input method Devanagari kaomoji æ‰‹å†™ è¼¸å…¥æ³• è¾“å…¥ å??æ—?;0;0;0;;;;
å…¥åŠ› í•„ê¸°ì?…ë ¥ í‚¤ë³´ë“œ Speech ë‚˜ë??ê¸€ Â gingerbread honeycomb icecream é¦™æ¸¯å­— å»£æ?±è©± äº”ç­† ç­†ç•« ç¹?é«”å­—æ­£é«”å­—Â ç°¡ç¹?;0;0;0;;;;
í•„ê¸° ì?¸ì‹?;0;0;0;;;;
æ‰‹å†™è¯†åˆ« æ‰‹æ›¸ã??æ–‡å­—èª?è­˜ scandinavian bepo translator tone mark;0;0;0;;;;
Recent changes: 0.56.1;0;0;0;;;;
Option to enable Korean PC style layout on portrait mode (Non-latin settings);0;0;0;;;;
Arabic has more layouts for you to try out;0;0;0;;;;
toggle with gesture: swipe from right to left â‡?;0;0;0;;;;
Lithuanian/Turkish/Azerbaijan can choose to have qwerty or other layout;0;0;0;;;;
Gujarati dictionary plugin;0;0;0;;;;
Misc fixes 0.56;0;0;0;;;;
Same version supports Android 2.1;0;0;0;;;;
Fullsize keyboard for Turkish & Azerbaijani;0;0;0;;;;
